Long,Lat,Name,Date,Size,Type,Symbol,Details,DateTime,Location1,Electaion,Height,Delivery,Purpose,Sponsor,Yield,x_coord,y_coord,Notes,field,Nuclear,URL
122.43000000000000,61.803000000000100,USSR: 1979 / 527 Kimberlit 4,12 Aug 1979,9kt,Nuclear testing database/USSR's Tests/1979 Series/USSR: 1979/527 Kimberlit 4/USSR: 1979,4,USSR: 1979 / 527 Kimberlit 4  Plowshare,12 Aug 1979  18:00:00.2 UTC,Russia: KM-4,,-980m,Underground shaft,Seismic sounding,,9kt,122.43,61.803,Seismic probing program.,,Yes,http://en.wikipedia.org/wiki/Nuclear_Explosions_for_the_National_Economy
56.400000000000000,72.78200000000000,USSR: 1962 / 221,25 Dec 1962,9kt,Nuclear testing database/USSR's Tests/1962 Series/USSR: 1962/221/USSR: 1962,3,USSR: 1962 / 221,25 Dec 1962   UTC,Novaya-Zemlya ,,990m,Atmospheric,Weapon Development,,9kt,56.4,72.782,Last Soviet atmospheric test,,Yes,http://en.wikipedia.org/wiki/Novaya_Zemlya
97.53177000000010,63.80332000000000,USSR: 1981 / 583 Shpat 2,22 Oct 1981,9kt,Nuclear testing database/USSR's Tests/1981 Series/USSR: 1981/583 Shpat 2/USSR: 1981,4,USSR: 1981 / 583 Shpat 2  Plowshare,22 Oct 1981  14:00:00.4 UTC,"Russia,  Krasnoyarsk: ShP-2",,-580m,Underground shaft,Seismic sounding,,9kt,97.53177,63.80332,Gas extraction intensification.,,Yes,
-138.83689000000000,-21.826130000000000,France: 1971 / Japet,4 Jul 1971,9kt,Nuclear testing database/France's Tests/1971 Series/France: 1971/Japet/France: 1971,3,France: 1971 / Japet,4 Jul 1971  21:30:-- UTC,Moruroa Atoll Denise zone: Denise ,,230m,Balloon,Weapon Development,,9kt,-138.836889999999,-21.8261299999999,Device: TN-60,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.85581000000000,-21.794509999999900,France: 1980 / Ilus,21 Jun 1980,9kt,Nuclear testing database/France's Tests/1980 Series/France: 1980/Ilus/France: 1980,4,France: 1980 / Ilus,21 Jun 1980  17:00:01 UTC,"Moruroa Atoll rim zone,  Areas 1-2: Francoise7",,,Underground shaft,Weapon Development,,9kt,-138.855809999999,-21.7945099999999,Device Type: ?,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
48.273780000000000,46.75645000000000,USSR: 1980 / 556 Vega 1,8 Oct 1980,9kt,Nuclear testing database/USSR's Tests/1980 Series/USSR: 1980/556 Vega 1/USSR: 1980,4,USSR: 1980 / 556 Vega 1  Plowshare,8 Oct 1980  06:00:00.3 UTC,"Russia,  Astrakhan gas deposit: 1T",,-1025m,Underground shaft,Cavity Excavation,,9kt,48.27378,46.75645,Create reservoirs for gas storage.,,Yes,http://docs.nrdc.org/nuclear/files/nuc_10009601a_173.pdf
48.30856000000010,46.793570000000000,USSR: 1981 / 578 Vega,26 Sep 1981,9kt,Nuclear testing database/USSR's Tests/1981 Series/USSR: 1981/578 Vega/USSR: 1981,4,USSR: 1981 / 578 Vega  Plowshare,26 Sep 1981  05:00:00.3 UTC,"Russia,  Astrakhan gas deposit: 2T/2",,-1050m,Underground shaft,Cavity Excavation,,9kt,48.30856,46.79357,Create reservoirs for gas storage.,,Yes,
48.30111000000010,46.77591000000010,USSR: 1981 / 579 Vega,26 Sep 1981,9kt,Nuclear testing database/USSR's Tests/1981 Series/USSR: 1981/579 Vega/USSR: 1981,4,USSR: 1981 / 579 Vega  Plowshare,26 Sep 1981  05:03:59.9 UTC,"Russia,  Astrakhan gas deposit: 4T/2",,-1050m,Underground shaft,Cavity Excavation,,9kt,48.30111,46.77591,Create reservoirs for gas storage.,,Yes,
48.315000000000100,46.78300000000010,USSR: 1983 / 618 Vega,24 Sep 1983,9kt,Nuclear testing database/USSR's Tests/1983 Series/USSR: 1983/618 Vega/USSR: 1983,4,USSR: 1983 / 618 Vega  Plowshare,24 Sep 1983  05:00:00.0 UTC,"Russia,  Astrakhan gas deposit: 8RT",,-1050m,Underground shaft,Cavity Excavation,,9kt,48.315,46.783,Create reservoirs for gas storage.,,Yes,
48.296470000000100,46.78719000000010,USSR: 1983 / 619 Vega,24 Sep 1983,9kt,Nuclear testing database/USSR's Tests/1983 Series/USSR: 1983/619 Vega/USSR: 1983,4,USSR: 1983 / 619 Vega  Plowshare,24 Sep 1983  05:00:05.0 UTC,"Russia,  Astrakhan gas deposit: 9RT",,-1050m,Underground shaft,Cavity Excavation,,9kt,48.29647,46.78719,Create reservoirs for gas storage.,,Yes,
48.298650000000100,46.75972000000010,USSR: 1982 / 603 Vega,16 Oct 1982,9kt,Nuclear testing database/USSR's Tests/1982 Series/USSR: 1982/603 Vega/USSR: 1982,4,USSR: 1982 / 603 Vega  Plowshare,16 Oct 1982  06:00:15.2 UTC,"Russia,  Astrakhan gas deposit: 7T",,-1060m,Underground shaft,Cavity Excavation,,9kt,48.29865,46.75972,Create reservoirs for gas storage.,,Yes,
48.27400000000010,46.766000000000100,USSR: 1983 / 623 Vega,24 Sep 1983,9kt,Nuclear testing database/USSR's Tests/1983 Series/USSR: 1983/623 Vega/USSR: 1983,4,USSR: 1983 / 623 Vega  Plowshare,24 Sep 1983  05:00:25.0 UTC,"Russia,  Astrakhan gas deposit: 13RT",,-1070m,Underground shaft,Cavity Excavation,,9kt,48.274,46.766,Create reservoirs for gas storage.,,Yes,
48.300640000000000,46.75002000000010,USSR: 1983 / 621 Vega,24 Sep 1983,9kt,Nuclear testing database/USSR's Tests/1983 Series/USSR: 1983/621 Vega/USSR: 1983,4,USSR: 1983 / 621 Vega  Plowshare,24 Sep 1983  05:00:15.1 UTC,"Russia,  Astrakhan gas deposit: 11RT",,-1100m,Underground shaft,Cavity Excavation,,9kt,48.30064,46.75002,Create reservoirs for gas storage.,,Yes,
48.28800000000010,46.766000000000100,USSR: 1982 / 602 Vega,16 Oct 1982,9kt,Nuclear testing database/USSR's Tests/1982 Series/USSR: 1982/602 Vega/USSR: 1982,4,USSR: 1982 / 602 Vega  Plowshare,16 Oct 1982  06:00:10.1 UTC,"Russia,  Astrakhan gas deposit: 6T",,-1100m,Underground shaft,Cavity Excavation,,9kt,48.288,46.766,Create reservoirs for gas storage.,,Yes,
48.30789000000000,46.767040000000100,USSR: 1983 / 620 Vega,24 Sep 1983,9kt,Nuclear testing database/USSR's Tests/1983 Series/USSR: 1983/620 Vega/USSR: 1983,4,USSR: 1983 / 620 Vega  Plowshare,24 Sep 1983  05:00:10.1 UTC,"Russia,  Astrakhan gas deposit: 10RT",,-920m,Underground shaft,Cavity Excavation,,9kt,48.30789,46.76704,Create reservoirs for gas storage.,,Yes,
48.28686000000010,46.75386000000000,USSR: 1983 / 622 Vega,24 Sep 1983,9kt,Nuclear testing database/USSR's Tests/1983 Series/USSR: 1983/622 Vega/USSR: 1983,4,USSR: 1983 / 622 Vega  Plowshare,24 Sep 1983  05:19:59.9 UTC,"Russia,  Astrakhan gas deposit: 12RT",,-950m,Underground shaft,Cavity Excavation,,9kt,48.28686,46.75386,Create reservoirs for gas storage.,,Yes,
48.25691000000010,46.74941000000010,USSR: 1982 / 601 Vega,16 Oct 1982,9kt,Nuclear testing database/USSR's Tests/1982 Series/USSR: 1982/601 Vega/USSR: 1982,4,USSR: 1982 / 601 Vega  Plowshare,16 Oct 1982  06:00:05.1 UTC,"Russia,  Astrakhan gas deposit: 5T",,-990m,Underground shaft,Cavity Excavation,,9kt,48.25691,46.74941,Create reservoirs for gas storage.,,Yes,
162.16309,11.326460000000100,USA: Hardtack I / Wahoo,16 May 1958,9kt,Nuclear testing database/USA's Tests/Hardtack I Series/USA: Hardtack I/Wahoo/USA: Hardtack I ,4,USA: Hardtack I / Wahoo,16 May 1958  01:00:30.5 UTC,"Enewetak,  Pokon (Irvin) ",0m,-150m,Underwater,Weapon effect,Sponsor: LASL,9kt,162.16309,11.32646,Device Type: ?,Device: Mk-7,Yes,http://en.wikipedia.org/wiki/Operation_Hardtack_I
-116.09266000000000,37.173110000000100,USA: Mandrel / Cyathus,6 Mar 1970,9kt,Nuclear testing database/USA's Tests/Mandrel Series/USA: Mandrel/Cyathus/USA: Mandrel ,4,USA: Mandrel / Cyathus,6 Mar 1970  14:00:24.94 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U8b,",1353m,-289.56m,Underground shaft,Weapon Development,Sponsor: UCRL,9kt,-116.092659999999,37.17311,Venting:  46Ci, detected,Yes,
-116.04487000000000,37.117620000000000,USA: Nougat / Passaic,6 Apr 1962,9kt,Nuclear testing database/USA's Tests/Nougat Series/USA: Nougat/Passaic/USA: Nougat ,4,USA: Nougat / Passaic,6 Apr 1962  18:00:00.16 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U9l (i?),",1248m,-233.48m,Underground shaft,Weapon Development,Sponsor: UCRL,9kt,-116.044869999999,37.11762,Venting: 0Ci, detectedVerification test,Yes,
-116.21427000000000,37.18256000000010,USA: Mandrel / Hudson Moon,26 May 1970,9kt,Nuclear testing database/USA's Tests/Mandrel Series/USA: Mandrel/Hudson Moon/USA: Mandrel ,4,USA: Mandrel / Hudson Moon,26 May 1970  14:00:16.17 UTC,"NTS,  Area 12 (Rainer Mesa): U12e.12",2274m,-422.45m,Underground tunnel,Weapon effect,Sponsor: DOD,9kt,-116.214269999999,37.18256,Venting: 1.3kCi, detected on site,Yes,
-115.93195000000000,36.87718000000010,USA: Bowline / Diana Moon,27 Aug 1968,9kt,Nuclear testing database/USA's Tests/Bowline Series/USA: Bowline/Diana Moon/USA: Bowline ,4,USA: Bowline / Diana Moon,27 Aug 1968  16:00:30.04 UTC,"NTS,  Area 5,  11 (Frenchman Flats): U11e,",1004m,-242.01m,Underground shaft,Weapon effect,Sponsor: DOD,9kt,-115.931949999999,36.87718,Venting: 12kCi, detected on site,Yes,http://en.wikipedia.org/wiki/Operation_Bowline
-116.03492000000000,37.136250000000100,USA: Mandrel / Hod-A (Green),1 May 1970,9kt,Nuclear testing database/USA's Tests/Mandrel Series/USA: Mandrel/Hod-A (Green)/USA: Mandrel ,4,USA: Mandrel / Hod-A (Green),1 May 1970  14:00:40.17 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U9itsx23,",1268m,-265.18m,Underground shaft,Weapon Development,Sponsor: UCRL,9kt,-116.034919999999,37.13625,Venting: 1Ci, detected on siteSimultaneous separate holes.,Yes,
-116.02709000000000,37.031600000000000,USA: Crosstie / Sazerac,25 Oct 1967,9kt,Nuclear testing database/USA's Tests/Crosstie Series/USA: Crosstie/Sazerac/USA: Crosstie ,4,USA: Crosstie / Sazerac,25 Oct 1967  14:00:30.06 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U3fa,",1191m,-301.34m,Underground shaft,Weapon Development,Sponsor: LASL,9kt,-116.027089999999,37.0316,Venting: 1Ci, detected,Yes,http://en.wikipedia.org/wiki/Operation_Crosstie
-116.00987000000000,37.022920000000100,USA: Flintlock / Screamer,1 Sep 1965,9kt,Nuclear testing database/USA's Tests/Flintlock Series/USA: Flintlock/Screamer/USA: Flintlock ,4,USA: Flintlock / Screamer,1 Sep 1965  20:00:08.04 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U3dg,",1184m,-301.9m,Underground shaft,Weapon effect,Sponsor: LASL,9kt,-116.009869999999,37.02292,Venting: 63kCi, detected on sitesimultaneous separate,Yes,
-116.02920000000000,37.00483000000000,USA: Toggle / Angus,25 Apr 1973,9kt,Nuclear testing database/USA's Tests/Toggle Series/USA: Toggle/Angus/USA: Toggle ,4,USA: Toggle / Angus,25 Apr 1973  22:00:25.03 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U3jg,",1180m,-452.63m,Underground shaft,Weapon Development,Sponsor: LASL,9kt,-116.029199999999,37.00483,Venting: 6Ci, detectedSimultaneous separate holes.,Yes,
-116.01913000000000,37.03947000000010,USA: Niblick / Anchovy,14 Nov 1963,9kt,Nuclear testing database/USA's Tests/Niblick Series/USA: Niblick/Anchovy/USA: Niblick ,4,USA: Niblick / Anchovy,14 Nov 1963  16:00:00.12 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U3bq,",1194m,-260.25m,Underground shaft,Weapon Development,Sponsor: LASL,9kt,-116.019129999999,37.03947,Venting: lt 230kCi, detected on site,Yes,
-116.02180000000000,37.046080000000100,USA: Storax / Acushi,8 Feb 1963,9kt,Nuclear testing database/USA's Tests/Storax Series/USA: Storax/Acushi/USA: Storax ,4,USA: Storax / Acushi,8 Feb 1963  18:00:30.14 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U3bg,",1199m,-260.87m,Underground shaft,Weapon Development,Sponsor: LASL,9kt,-116.021799999999,37.04608,,,Yes,
78.08778000000010,49.740830000000100,USSR: 1968 / 296,18 Dec 1968,9kt,Nuclear testing database/USSR's Tests/1968 Series/USSR: 1968/296/USSR: 1968,4,USSR: 1968 / 296  Plowshare,18 Dec 1968  05:01:59.7 UTC,"Semiplatinsk,  Degelen: 508",670m,-194m,Underground tunnel,Peaceful research,,9kt,78.08778,49.74083,,,Yes,
77.62200000000010,50.37800000000000,USSR: 1962 / 179,10 Oct 1962,9kt,Nuclear testing database/USSR's Tests/1962 Series/USSR: 1962/179/USSR: 1962,3,USSR: 1962 / 179,10 Oct 1962   UTC,Semiplatinsk Test Site ,,665m,Atmospheric,Weapon Development,,9kt,77.622,50.378,,,Yes,
77.64000000000000,50.480000000000100,USSR: 1961 / 85,4 Sep 1961,9kt,Nuclear testing database/USSR's Tests/1961 Series/USSR: 1961/85/USSR: 1961,3,USSR: 1961 / 85,4 Sep 1961  05:00:27 UTC,"Semiplatinsk,  Ground Zero (Tech Area) ",,725m,Atmospheric,Weapon Development,,9kt,77.64,50.48,,,Yes,
56.42029028300000,72.80000000000010,USSR: 1958 / 67,4 Oct 1958,9kt,Nuclear testing database/USSR's Tests/1958 Series/USSR: 1958/67/USSR: 1958,3,USSR: 1958 / 67,4 Oct 1958   UTC,Novaya-Zemlya ,,800m,Atmospheric,Weapon Development,,9kt,56.420290283,72.8,,,Yes,http://en.wikipedia.org/wiki/Novaya_Zemlya
78.86589000000000,50.00211000000010,USSR: 1977 / 461,29 Jun 1977,9kt,Nuclear testing database/USSR's Tests/1977 Series/USSR: 1977/461/USSR: 1977,4,USSR: 1977 / 461,29 Jun 1977  03:00:07.24 UTC,"Semiplatinsk,  Balapan: 1080",,,Underground shaft,Weapon Development,,9kt,78.86589,50.00211,,,Yes,
78.14500000000000,49.804170000000100,USSR: 1971 / 338,25 May 1971,9kt,Nuclear testing database/USSR's Tests/1971 Series/USSR: 1971/338/USSR: 1971,4,USSR: 1971 / 338,25 May 1971  04:00:03.4 UTC,"Semiplatinsk,  Degelen: 119",761m,,Underground tunnel,Weapon Development,,9kt,78.145,49.80417,,,Yes,
78.13139000000010,49.801390000000000,USSR: 1981 / 574,17 Jul 1981,9kt,Nuclear testing database/USSR's Tests/1981 Series/USSR: 1981/574/USSR: 1981,4,USSR: 1981 / 574,17 Jul 1981  02:37:18.12 UTC,"Semiplatinsk,  Degelen: 106",802m,-146m,Underground tunnel,Weapon Development,,9kt,78.13139,49.80139,,,Yes,
-116.04666000000000,37.069000000000100,USA: Praetorian / Bouschet,7 May 1982,99kt,Nuclear testing database/USA's Tests/Praetorian Series/USA: Praetorian/Bouschet/USA: Praetorian ,6,USA: Praetorian / Bouschet,7 May 1982  18:00:17.11 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U3la,",1217m,-563.9m,Underground shaft,Weapon Development,Sponsor: LASL,99kt,-116.046659999999,37.069,Venting:  1Ci, detected,Yes,
-116.04589000000000,37.08702000000010,USA: Guardian / Baseball,15 Jan 1981,99kt,Nuclear testing database/USA's Tests/Guardian Series/USA: Guardian/Baseball/USA: Guardian ,6,USA: Guardian / Baseball,15 Jan 1981  20:00:25.09 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U7ba,",1232m,-563.88m,Underground shaft,Weapon Development,Sponsor: LASL,99kt,-116.045889999999,37.08702,,,Yes,
-116.04493000000000,37.078610000000000,USA: Cresset / Lowball,12 Jul 1978,99kt,Nuclear testing database/USA's Tests/Cresset Series/USA: Cresset/Lowball/USA: Cresset ,6,USA: Cresset / Lowball,12 Jul 1978  17:00:00.08 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U7av,",1225m,-564.88m,Underground shaft,Weapon Development,Sponsor: LASL,99kt,-116.044929999999,37.07861,,,Yes,
115.53610000000000,-20.40610000000000,UK: Mosaic / G2,19 Jun 1956,98kt,Nuclear testing database/United Kingdom's Tests/Mosaic Series/UK: Mosaic/G2/UK: Mosaic,2,UK: Mosaic / G2,19 Jun 1956  02:14:-- UTC,"Monte Bello Island,  West Australia ",8m,31m,Tower,Weapon Development,,98kt,115.5361,-20.4060999999999,,,Yes,http://en.wikipedia.org/wiki/Operation_Mosaic
-138.74717000000000,-22.222610000000000,France: 1995 / Ploutos,1 Oct 1995,97kt,Nuclear testing database/France's Tests/1995 Series/France: 1995/Ploutos/France: 1995,6,France: 1995 / Ploutos,1 Oct 1995  23:29:58 UTC,Frangataufa lagoon Area 2,0m,,Underground shaft,Weapon Development,,97kt,-138.747169999999,-22.2226099999999,Device Type: Multistage,Device: TN-75,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-157.32000000000000,1.57000000000005,USA: Dominic / Swanee,14 May 1962,97kt,Nuclear testing database/USA's Tests/Dominic Series/USA: Dominic/Swanee/USA: Dominic ,2,USA: Dominic / Swanee,14 May 1962  15:22:-- UTC,Kiribati (Christmas Island) ,0m,896m,Air drop - parachute retarded,Weapon Development,Sponsor: UCRL,97kt,-157.319999999999,1.57000000000005,,similar to Bluestone possible W-65 progenitor highly experimental yield lower than expectedDevice Type: Multistage clean (< 30% fission)Device: XW-65 ?Clean ABM warhead test,Yes,http://en.wikipedia.org/wiki/Operation_Dominic
-116.03971000000000,37.054970000000000,USA: Mandrel / Belen,4 Feb 1970,97kt,Nuclear testing database/USA's Tests/Mandrel Series/USA: Mandrel/Belen/USA: Mandrel ,6,USA: Mandrel / Belen,4 Feb 1970  17:00:00.07 UTC,"NTS,  Areas 1-4,  6-10 (Yucca Flat): U3br,",1206m,-420.8m,Underground shaft,Weapon Development,Sponsor: LASL,97kt,-116.039709999999,37.05497,,,Yes,
78.98957000000010,50.04000000000010,USSR: 1979 / 522-1,7 Jul 1979,97kt,Nuclear testing database/USSR's Tests/1979 Series/USSR: 1979/522-1/USSR: 1979,6,USSR: 1979 / 522-1,7 Jul 1979  03:46:59.87 UTC,"Semiplatinsk,  Balapan: 1225",,,Underground shaft,Weapon Development,,97kt,78.98957,50.04,,,Yes,
-138.82719523300000,-21.83213000000000,France: 1974 / Scorpion,14 Aug 1974,96kt,Nuclear testing database/France's Tests/1974 Series/France: 1974/Scorpion/France: 1974,2,France: 1974 / Scorpion,14 Aug 1974  00:30:-- UTC,Moruroa Atoll Dindon zone: Dindon ,,312m,Balloon,Weapon Development,,96kt,-138.827195232999,-21.8321299999999,,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
88.77200000000010,41.54600000000010,PRC: (42),15 May 1995,95kt,Nuclear testing database/China's Tests/Miscellaneous/PRC: (42),6,PRC: (42),15 May 1995  04:05:57.8 UTC,Lop Nor Area C Beishan ,,,Underground shaft,Weapon Development,,95kt,88.772,41.546,Device: DF-31 wh?,,Yes,
78.78558000000000,49.900190000000100,USSR: 1976 / 455,7 Dec 1976,95kt,Nuclear testing database/USSR's Tests/1976 Series/USSR: 1976/455/USSR: 1976,6,USSR: 1976 / 455,7 Dec 1976  04:57:-- UTC,"Semiplatinsk,  Balapan: 1209",,,Underground shaft,Weapon Development,,95kt,78.78558,49.90019,,,Yes,
-138.97600000000000,-21.82300000000000,France: 1971 / Rhéa,14 Aug 1971,955kt,Nuclear testing database/France's Tests/1971 Series/France: 1971/Rhéa/France: 1971,2,France: 1971 / Rhéa,14 Aug 1971  19:00:00.8 UTC,Moruroa Atoll Dindon zone: Dindon ,,480m,Balloon,Weapon Development,,955kt,-138.975999999999,-21.8229999999999,Device Type: Multistage,Device: TN-60,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
-138.606,-22.30900000000000,France: 1970 / Dragon,30 May 1970,945kt,Nuclear testing database/France's Tests/1970 Series/France: 1970/Dragon/France: 1970,2,France: 1970 / Dragon,30 May 1970  17:59:59.9 UTC,Frangataufa Fregate Zone: Fregate ,,500m,Balloon,Weapon Development,,945kt,-138.605999999999,-22.3089999999999,Device Type: Multistage,,Yes,http://en.wikipedia.org/wiki/France_and_weapons_of_mass_destruction#Pacific_experiments_center_.281966.E2.80.931996.29
78.78456000000010,49.910240000000000,USSR: 1979 / 540-1,2 Dec 1979,93kt,Nuclear testing database/USSR's Tests/1979 Series/USSR: 1979/540-1/USSR: 1979,6,USSR: 1979 / 540-1,2 Dec 1979  04:00:37.06 UTC,"Semiplatinsk,  Balapan: 1309",,,Underground shaft,Weapon Development,,93kt,78.78456,49.91024,,,Yes,
131.6467,-29.88980000000000,UK: Antler / 1/Tadje,14 Sep 1957,930t,Nuclear testing database/United Kingdom's Tests/Antler Series/UK: Antler/1/Tadje/UK: Antler / 1,3,UK: Antler / 1/Tadje,14 Sep 1957  05:05:-- UTC,"Maralinga range,  SAU ",180m,31m,Tower,Weapon Development,,930t,131.6467,-29.8897999999999,Device Type: Implosion, plutonium core,Yes,http://en.wikipedia.org/wiki/British_nuclear_tests_at_Maralinga
-116.34345000000000,37.08259000000000,USA: Whetstone / Sulky,18 Dec 1964,92t,Nuclear testing database/USA's Tests/Whetstone Series/USA: Whetstone/Sulky/USA: Whetstone ,4,USA: Whetstone / Sulky  Plowshare,18 Dec 1964  19:00:35.09 UTC,"NTS,  Area 18 (Buckboard Mesa): U18d",1597m,-27.28m,Underground shaft,Peaceful research,Sponsor: UCRL,92t,-116.343449999999,37.08259,Venting: 130kCi, detected off siteProject Plowshare - excavation test explosive buried at greater depth in relation to yield,Yes,
